id,ciudad,fecha,monto_venta
3545,Cartagena,2025-10-21,7891574
3546,Bucaramanga,2025-10-21,39097811
3547,Pereira,2025-10-21,28878824
3548,Manizales,2025-10-21,39498129
3549,Santa Marta,2025-10-21,39536926
3550,Cúcuta,2025-10-21,33297097
3551,Bogotá,2025-10-22,31403590
3552,Medellín,2025-10-22,20357347
3553,Cali,2025-10-22,12910459
3554,Barranquilla,2025-10-22,5129268
3555,Cartagena,2025-10-22,28568374
3556,Bucaramanga,2025-10-22,12241766
3557,Pereira,2025-10-22,42260501
3558,Manizales,2025-10-22,10197089
3559,Santa Marta,2025-10-22,37170050
3560,Cúcuta,2025-10-22,47658043
3561,Bogotá,2025-10-23,38021076
3562,Medellín,2025-10-23,12252112
3563,Cali,2025-10-23,26806096
3564,Barranquilla,2025-10-23,13202672
3565,Cartagena,2025-10-23,20455778
3566,Bucaramanga,2025-10-23,18619007
3567,Pereira,2025-10-23,11554594
3568,Manizales,2025-10-23,49363386
3569,Santa Marta,2025-10-23,8657288
3570,Cúcuta,2025-10-23,44746884
3571,Bogotá,2025-10-24,23695102
3572,Medellín,2025-10-24,41300773
3573,Cali,2025-10-24,38009551
3574,Barranquilla,2025-10-24,20393766
3575,Cartagena,2025-10-24,35643504
3576,Bucaramanga,2025-10-24,23543425
3577,Pereira,2025-10-24,36438257
3578,Manizales,2025-10-24,44726048
3579,Santa Marta,2025-10-24,13993442
3580,Cúcuta,2025-10-24,31831499
3581,Bogotá,2025-10-25,33526582
3582,Medellín,2025-10-25,34237238
3583,Cali,2025-10-25,11688239
3584,Barranquilla,2025-10-25,13328210
3585,Cartagena,2025-10-25,46244878
3586,Bucaramanga,2025-10-25,5707906
3587,Pereira,2025-10-25,15714873
3588,Manizales,2025-10-25,14651759
3589,Santa Marta,2025-10-25,34241343
3590,Cúcuta,2025-10-25,20880668
3591,Bogotá,2025-10-26,23078583
3592,Medellín,2025-10-26,23168099
3593,Cali,2025-10-26,18300933
3594,Barranquilla,2025-10-26,31241211
3595,Cartagena,2025-10-26,27939760
3596,Bucaramanga,2025-10-26,39880382
3597,Pereira,2025-10-26,26931444
3598,Manizales,2025-10-26,34147639
3599,Santa Marta,2025-10-26,49709891
3600,Cúcuta,2025-10-26,38054458
3601,Bogotá,2025-10-27,31154546
3602,Medellín,2025-10-27,34727946
3603,Cali,2025-10-27,18300464
3604,Barranquilla,2025-10-27,44755229
3605,Cartagena,2025-10-27,43446584
3606,Bucaramanga,2025-10-27,39915228
3607,Pereira,2025-10-27,25386145
3608,Manizales,2025-10-27,12290005
3609,Santa Marta,2025-10-27,37591329
3610,Cúcuta,2025-10-27,43034943
3611,Bogotá,2025-10-28,15171116
3612,Medellín,2025-10-28,19709826
3613,Cali,2025-10-28,31635002
3614,Barranquilla,2025-10-28,35489077
3615,Cartagena,2025-10-28,46501065
3616,Bucaramanga,2025-10-28,25068707
3617,Pereira,2025-10-28,23193017
3618,Manizales,2025-10-28,10248658
3619,Santa Marta,2025-10-28,6667699
3620,Cúcuta,2025-10-28,37785628
3621,Bogotá,2025-10-29,32994715
3622,Medellín,2025-10-29,19646845
3623,Cali,2025-10-29,12651806
3624,Barranquilla,2025-10-29,42590436
3625,Cartagena,2025-10-29,39090571
3626,Bucaramanga,2025-10-29,31720859
3627,Pereira,2025-10-29,16875319
3628,Manizales,2025-10-29,47652599
3629,Santa Marta,2025-10-29,12076369
3630,Cúcuta,2025-10-29,43626880
3631,Bogotá,2025-10-30,47188740
3632,Medellín,2025-10-30,44787615
3633,Cali,2025-10-30,26744073
3634,Barranquilla,2025-10-30,17529288
3635,Cartagena,2025-10-30,47089129
3636,Bucaramanga,2025-10-30,27509874
3637,Pereira,2025-10-30,23295341
3638,Manizales,2025-10-30,16078901
3639,Santa Marta,2025-10-30,47820040
3640,Cúcuta,2025-10-30,20973060
3641,Bogotá,2025-10-31,7778927
3642,Medellín,2025-10-31,26673426
3643,Cali,2025-10-31,22526467
3644,Barranquilla,2025-10-31,10599960
3645,Cartagena,2025-10-31,19752351
3646,Bucaramanga,2025-10-31,47886234
3647,Pereira,2025-10-31,38672732
3648,Manizales,2025-10-31,34267722
3649,Santa Marta,2025-10-31,22006355
3650,Cúcuta,2025-10-31,19063513
